                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     900                                      889                  1.5000000000000000E+001                  2.0000000000000000E-002                  4.8242898377359925E+004                  3.2487743398773307E+002                  2.8482899658855502E+004                  2.4956757112658954E+004                  6.4965758414385784E+000                 -5.9306060979712480E+000                  6.9980718967448974E-001                  1.2177916142051186E-005                  2.7998684249913197E-001                  2.2781989826479577E-003                  2.3662486160139374E-003                  9.3595574375863865E-003                  2.0994604783340898E-003                  1.5000000000000000E+001                  0.0000000000000000E+000                  1.0499137657418316E+001                  3.6732695387275667E-004                  4.1996281162586699E+000                  4.6419729833546787E-002                  2.1197635678696789E-002                  1.4040276074708777E-001                  3.1491907175011359E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4999999995350343E+001                  6.4746949849190836E+000                  1.4999999943192503E+001                  6.4303380678419666E+000                  4.2806991966229725E+004                  3.2575372603416439E+004                  6.0103962755607646E+006                  1.9394703063623565E+004                  1.9394703063623569E+004                  7.3410824285718945E-034                  1.2826477291795325E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.5224566226555947E+012                                    11701                               "gfortran"                                  "8.3.0"                  "x86_64-linux-20190503"                               "20191020" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.5000000000000000E+001                  8.1268451279645493E-001                  4.4549671477846982E+000                 -9.0570566929359480E+000                  3.6862318638014182E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  1.4999999999992500E+001                  8.1267815163266033E-001                  4.4561880036931187E+000                 -9.0486600729342488E+000                  3.6942354201165730E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  1.4999999999976053E+001                  8.1266446936703018E-001                  4.4589252333903957E+000                 -9.0305957810424129E+000                  3.7117192957614984E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       4                  1.4999999999938636E+001                  8.1263460274515054E-001                  4.4618781970042951E+000                 -9.0121884335985225E+000                  3.7299145867239072E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       5                  1.4999999999917664E+001                  8.1261855506662017E-001                  4.4650385583567989E+000                 -8.9935754549680205E+000                  3.7487057592612301E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  1.4999999999875719E+001                  8.1258780122066587E-001                  4.4709204772166995E+000                 -8.9615320583039981E+000                  3.7820241844773190E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  1.4999999999799224E+001                  8.1253568827111144E-001                  4.4768235861811574E+000                 -8.9321683198597679E+000                  3.8136570964249201E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  1.4999999999754602E+001                  8.1250726856969924E-001                  4.4800367148440490E+000                 -8.9172110355178784E+000                  3.8302021920396583E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002 
                                       9                  1.4999999999732292E+001                  8.1249353778184963E-001                  4.4821597302132128E+000                 -8.9076912347047390E+000                  3.8408934805549650E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002 
                                      10                  1.4999999999709980E+001                  8.1248010343972887E-001                  4.4853151861096547E+000                 -8.8940354362435379E+000                  3.8564544500758946E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002 
