                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     750                                      701                  1.5000000000000000E+001                  2.0000000000000000E-002                  2.9632249504912721E+004                  9.3095634928570377E+001                  1.7345752864713744E+004                  2.4001942214784951E+004                  1.7178914590419009E+001                 -6.6905020571730587E+000                  6.9999999865138662E-001                  2.9798776424327712E-005                  2.7997020244344328E-001                  3.4416065532059731E-003                  1.0081594218110377E-003                  9.3604492797409317E-003                  2.0994604783340907E-003                  1.5000000000000000E+001                  0.0000000000000000E+000                  1.0499999998032642E+001                  4.4696641503443030E-004                  4.1995530355045361E+000                  5.1624109598924765E-002                  1.5122378142429943E-002                  1.4040673919660340E-001                  3.1491907175011338E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4999999956417996E+001                  1.7083644179300908E+001                  1.4999999666872288E+001                  1.6934386073047545E+001                  1.8406936864503927E+005                  1.2809139362734008E+004                  6.2494942558274111E+006                  4.1527071968863988E-002                  4.1527071968863988E-002                  4.1853008678888025E-052                  1.7248867350850487E-003                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.3513897423934546E+011                                    11701                               "gfortran"                                  "8.3.0"                  "x86_64-linux-20190503"                               "20191020" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.5000000000000000E+001                  1.2349957204799107E+000                  4.2392480006641406E+000                 -9.6829093900349683E+000                  2.8370044786593493E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  1.4999999999992500E+001                  1.2349942668686091E+000                  4.2394230453169008E+000                 -9.6816914211123954E+000                  2.8381704040496358E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  1.4999999999976053E+001                  1.2349910883462945E+000                  4.2396632461168986E+000                 -9.6800258585553980E+000                  2.8397668566194612E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       4                  1.4999999999959609E+001                  1.2349879219211950E+000                  4.2399362008865467E+000                 -9.6781415360778986E+000                  2.8415759579753175E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       5                  1.4999999999938638E+001                  1.2349839013540400E+000                  4.2402417666311907E+000                 -9.6760422595767324E+000                  2.8435950652024520E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  1.4999999999917666E+001                  1.2349799000635981E+000                  4.2406993986015200E+000                 -9.6729190906051947E+000                  2.8466063440647376E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  1.4999999999875723E+001                  1.2349719544978877E+000                  4.2415583666072667E+000                 -9.6671211541831443E+000                  2.8522194521483799E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  1.4999999999799225E+001                  1.2349576548424497E+000                  4.2433968278066727E+000                 -9.6549871355294599E+000                  2.8640645559308013E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       9                  1.4999999999620737E+001                  1.2349252030667217E+000                  4.2472054860456421E+000                 -9.6309196526364182E+000                  2.8879418729489230E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      10                  1.4999999999263759E+001                  1.2348637785439731E+000                  4.2520023103880664E+000                 -9.6022452831997995E+000                  2.9169939065943642E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
