                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     550                                      663                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.2055869845501104E+004                  4.9289296269003025E+001                  7.7874452089995630E+003                  1.0482179471205847E+004                  5.6324147085310450E+001                 -8.6919785805123482E+000                  6.9999999999998608E-001                  2.9797635265568342E-005                  2.7997020236474857E-001                  3.4416073257059537E-003                  1.0081585205319664E-003                  9.3604492797742037E-003                  2.0994604783340894E-003                  1.5000000000000000E+001                  0.0000000000000000E+000                  1.0499999999999979E+001                  4.4696452878370194E-004                  4.1995530354712294E+000                  5.1624109885589617E-002                  1.5122377807979511E-002                  1.4040673919661317E-001                  3.1491907175011359E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4999999778364492E+001                  5.6139271879920287E+001                  1.4999996762436256E+001                  5.5425315226962219E+001                  1.0927728034059070E+006                  8.9457311487728020E+003                  1.4310001122576118E+007                  6.2413641496589024E-007                  6.2413641496589024E-007                  0.0000000000000000E+000                  2.4969637787931655E-008                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8046094877190674E+011                                    11701                               "gfortran"                                  "8.3.0"                  "x86_64-linux-20190503"                               "20191020" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.5000000000000000E+001                  1.7506946239387393E+000                  3.8913975918095827E+000                 -9.7585016708215893E+000                  2.0400581685385299E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  1.4999999999992500E+001                  1.7506945748545359E+000                  3.8914058543093715E+000                 -9.7584518199238719E+000                  2.0401214632294669E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  1.4999999999976053E+001                  1.7506944672377216E+000                  3.8914172068125761E+000                 -9.7583833740785551E+000                  2.0402083885804529E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       4                  1.4999999999959609E+001                  1.7506943596377851E+000                  3.8914301253310879E+000                 -9.7583055458763486E+000                  2.0403072555099619E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       5                  1.4999999999938638E+001                  1.7506942224466056E+000                  3.8914446119575095E+000                 -9.7582183515552341E+000                  2.0404180559141749E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  1.4999999999917666E+001                  1.7506940852828377E+000                  3.8914663496843689E+000                 -9.7580876489633468E+000                  2.0405842037454742E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  1.4999999999875723E+001                  1.7506938110374577E+000                  3.8915073007663787E+000                 -9.7578419033082966E+000                  2.0408968054815921E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  1.4999999999799225E+001                  1.7506933111640279E+000                  3.8915955788955072E+000                 -9.7573141354301711E+000                  2.0415690368057082E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       9                  1.4999999999620737E+001                  1.7506921462025418E+000                  3.8917815385718142E+000                 -9.7562117219621136E+000                  2.0429773598186287E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      10                  1.4999999999263759E+001                  1.7506898221583425E+000                  3.8921405071577468E+000                 -9.7541193050970740E+000                  2.0456663806730173E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
